Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Year,Month,Tavg_week,precip_week,heat_dw,cool_dw,3_week_avrgPrecipTotal,5_week_avrgPrecipTotal,3_week_avrgTavg,5_week_avrgTavg
1,2009-05-30,79,50,65.0,1.0,46,54.0,0, 0,420.0,1918.0,RA,0.0,0.0,0.005,29.09,29.81,2.9,27,6.8,2009,5,58.8571428571,0.0814285714286,0.0,12.7428571429,0.130714285714,0.121666666667,60.5238095238,60.1
2,2009-05-30,79,53,66.0,1.95448369565,46,55.0,0, 1,480.64673913,1847.34782609, ,0.0,0.000108695652174,0.005,29.15,29.80,1.8,29,6.6,2009,5,61.0,0.127857142857,0.0,10.6,0.15619047619,0.140666666667,61.9047619048,61.4666666667
1,2009-05-31,73,45,59.0,-5.0,41,50.0,6, 0,420.0,1919.0, ,0.0,0.0,0.0,29.21,29.94,2.7,10,4.6,2009,5,58.8571428571,0.0814285714286,0.0,12.7428571429,0.130714285714,0.117741935484,60.7619047619,60.064516129
2,2009-05-31,72,49,61.0,1.95448369565,43,52.0,4, 0,480.64673913,1847.34782609, ,0.0,0.000108695652174,0.0,29.26,29.93,2.9,9,6.3,2009,5,61.0,0.127857142857,0.0,10.6,0.155238095238,0.136129032258,62.1904761905,61.4516129032
1,2009-06-01,78,51,65.0,1.0,53,57.0,0, 0,419.0,1920.0,TSRA RA,0.0,0.0,0.44,29.19,29.89,1.2,34,11.1,2009,6,58.8571428571,0.0814285714286,0.0,12.7428571429,0.151666666667,0.1278125,61.4761904762,60.21875
2,2009-06-01,80,52,66.0,1.95448369565,54,58.0,0, 1,480.64673913,1847.34782609,TSRA RA,0.0,0.000108695652174,0.83,29.25,29.88,1.0,34,10.0,2009,6,61.0,0.127857142857,0.0,10.6,0.194761904762,0.1578125,62.9047619048,61.59375
1,2009-06-02,60,48,54.0,-10.0,46,50.0,11, 0,419.0,1920.0,RA BR,0.0,0.0,0.12,29.36,30.09,7.4,3,8.0,2009,6,58.8571428571,0.0814285714286,0.0,12.7428571429,0.157380952381,0.127575757576,61.4285714286,60.0303030303
2,2009-06-02,61,50,56.0,1.95448369565,47,51.0,9, 0,480.64673913,1847.34782609,RA BR,0.0,0.000108695652174,0.06,29.42,30.07,8.3,3,9.2,2009,6,61.0,0.127857142857,0.0,10.6,0.197619047619,0.154848484848,62.8095238095,61.4242424242
1,2009-06-03,61,43,52.0,-12.0,39,46.0,13, 0,418.0,1921.0, ,0.0,0.0,0.0,29.42,30.15,10.5,4,10.7,2009,6,58.8571428571,0.0814285714286,0.0,12.7428571429,0.13119047619,0.123823529412,60.9523809524,59.7941176471
2,2009-06-03,61,47,54.0,1.95448369565,40,48.0,11, 0,480.64673913,1847.34782609, ,0.0,0.000108695652174,0.0,29.47,30.13,11.0,2,11.4,2009,6,61.0,0.127857142857,0.0,10.6,0.148571428571,0.150294117647,62.380952381,61.2058823529
1,2009-06-04,68,42,55.0,-9.0,37,48.0,10, 0,418.0,1922.0, ,0.0,0.0,0.0,29.31,30.05,4.7,4,5.9,2009,6,58.8571428571,0.0814285714286,0.0,12.7428571429,0.13119047619,0.120285714286,60.6666666667,59.6571428571
2,2009-06-04,68,47,58.0,1.95448369565,38,49.0,7, 0,480.64673913,1847.34782609, ,0.0,0.000108695652174,0.0,29.36,30.05,5.2,5,6.4,2009,6,61.0,0.127857142857,0.0,10.6,0.148333333333,0.146,62.1904761905,61.1142857143
1,2009-06-05,79,44,62.0,-3.0,44,54.0,3, 0,417.0,1923.0, ,0.0,0.0,0.0,29.18,29.91,5.8,26,6.7,2009,6,61.2857142857,0.0764285714286,0.0,10.3142857143,0.112619047619,0.119714285714,60.9047619048,59.9142857143
2,2009-06-05,80,47,64.0,1.95448369565,43,54.0,1, 0,480.64673913,1847.34782609, ,0.0,0.000108695652174,0.0,29.23,29.91,6.3,25,7.2,2009,6,62.7142857143,0.213571428571,0.0,8.88571428571,0.115,0.144857142857,62.4285714286,61.3714285714
1,2009-06-06,63,51,57.0,-9.0,45,50.0,8, 0,417.0,1923.0, ,0.0,0.0,0.02,29.2,29.93,6.2,5,7.7,2009,6,61.2857142857,0.0764285714286,0.0,10.3142857143,0.113571428571,0.120285714286,61.0476190476,59.9714285714
2,2009-06-06,66,55,61.0,1.95448369565,48,53.0,4, 0,480.64673913,1847.34782609,RA,0.0,0.000108695652174,0.005,29.26,29.92,4.7,3,7.2,2009,6,62.7142857143,0.213571428571,0.0,8.88571428571,0.113333333333,0.145,62.7142857143,61.5428571429
1,2009-06-07,73,52,63.0,-3.0,53,57.0,2, 0,417.0,1924.0,BR,0.0,0.0,0.04,29.14,29.87,2.7,8,6.9,2009,6,61.2857142857,0.0764285714286,0.0,10.3142857143,0.115476190476,0.121428571429,61.619047619,60.1428571429
2,2009-06-07,74,56,65.0,1.95448369565,54,59.0,0, 0,480.64673913,1847.34782609,RA BR,0.0,0.000108695652174,0.005,29.21,29.86,1.5,11,7.7,2009,6,62.7142857143,0.213571428571,0.0,8.88571428571,0.113571428571,0.145142857143,63.4285714286,61.7428571429
1,2009-06-08,80,52,66.0,0.0,60,63.0,0, 1,417.0,1925.0,TSRA RA BR,0.0,0.0,0.45,29.06,29.77,5.9,24,9.2,2009,6,61.2857142857,0.0764285714286,0.0,10.3142857143,0.136666666667,0.134285714286,62.2380952381,60.4
2,2009-06-08,82,55,69.0,1.95448369565,61,65.0,0, 4,480.64673913,1847.34782609,TSRA RA BR HZ,0.0,0.000108695652174,0.3,29.11,29.76,6.4,25,10.0,2009,6,62.7142857143,0.213571428571,0.0,8.88571428571,0.127619047619,0.153714285714,64.0476190476,62.0
1,2009-06-09,67,55,61.0,-5.0,53,56.0,4, 0,416.0,1925.0,DZ BR,0.0,0.0,0.005,29.23,29.94,4.0,6,6.3,2009,6,61.2857142857,0.0764285714286,0.0,10.3142857143,0.136904761905,0.134428571429,62.0,60.4285714286
2,2009-06-09,67,56,62.0,1.95448369565,53,56.0,3, 0,480.64673913,1847.34782609,DZ BR HZ,0.0,0.000108695652174,0.005,29.29,29.94,6.4,8,7.9,2009,6,62.7142857143,0.213571428571,0.0,8.88571428571,0.127857142857,0.153857142857,63.8095238095,62.0
1,2009-06-10,67,54,61.0,-6.0,49,53.0,4, 0,416.0,1926.0,RA,0.0,0.0,0.01,29.15,29.89,8.0,5,8.7,2009,6,61.2857142857,0.0764285714286,0.0,10.3142857143,0.137380952381,0.115571428571,61.4285714286,60.3714285714
2,2009-06-10,67,55,61.0,1.95448369565,50,55.0,4, 0,480.64673913,1847.34782609,RA,0.0,0.000108695652174,0.04,29.21,29.88,8.5,4,9.2,2009,6,62.7142857143,0.213571428571,0.0,8.88571428571,0.129523809524,0.130428571429,63.2380952381,61.8571428571
1,2009-06-11,64,53,59.0,-8.0,51,54.0,6, 0,416.0,1926.0,RA HZ,0.0,0.0,0.01,29.11,29.83,10.2,3,10.3,2009,6,61.2857142857,0.0764285714286,0.0,10.3142857143,0.137857142857,0.110428571429,60.8095238095,60.1428571429
2,2009-06-11,60,53,57.0,1.95448369565,53,54.0,8, 0,480.64673913,1847.34782609,RA BR HZ,0.0,0.000108695652174,1.14,29.17,29.82,8.8,1,9.0,2009,6,62.7142857143,0.213571428571,0.0,8.88571428571,0.18380952381,0.162142857143,62.4761904762,61.5714285714
1,2009-06-12,74,49,62.0,-6.0,49,55.0,3, 0,416.0,1927.0,RA,0.0,0.0,0.005,29.24,29.95,4.4,7,5.8,2009,6,65.1428571429,0.240714285714,0.0,6.45714285714,0.138095238095,0.11,60.8571428571,60.0571428571
2,2009-06-12,72,50,61.0,1.95448369565,49,55.0,4, 0,480.64673913,1847.34782609, ,0.0,0.000108695652174,0.005,29.3,29.95,5.0,6,6.7,2009,6,66.2857142857,0.213571428571,0.0,5.31428571429,0.184047619048,0.162,62.380952381,61.4285714286
1,2009-06-13,68,54,61.0,-7.0,51,55.0,4, 0,416.0,1927.0,RA BR,0.0,0.0,0.33,29.28,30.00,5.9,5,6.7,2009,6,65.1428571429,0.240714285714,0.0,6.45714285714,0.15380952381,0.119285714286,60.6666666667,60.2285714286
2,2009-06-13,66,56,61.0,1.95448369565,52,55.0,4, 0,480.64673913,1847.34782609,RA,0.0,0.000108695652174,0.31,29.34,29.99,7.2,4,7.6,2009,6,66.2857142857,0.213571428571,0.0,5.31428571429,0.198571428571,0.170857142857,62.0952380952,61.6
1,2009-06-14,77,51,64.0,-4.0,48,57.0,1, 0,416.0,1928.0, ,0.0,0.0,0.0,29.29,30.01,4.5,4,4.7,2009,6,65.1428571429,0.240714285714,0.0,6.45714285714,0.15380952381,0.119285714286,60.7142857143,60.5142857143
2,2009-06-14,76,54,65.0,1.95448369565,50,57.0,0, 0,480.64673913,1847.34782609, ,0.0,0.000108695652174,0.0,29.34,30.00,5.1,5,5.8,2009,6,66.2857142857,0.213571428571,0.0,5.31428571429,0.198571428571,0.170285714286,62.1904761905,61.8857142857
1,2009-06-15,81,53,67.0,-1.0,49,58.0,0, 2,416.0,1928.0, ,0.0,0.0,0.0,29.28,30.01,5.5,9,6.4,2009,6,65.1428571429,0.240714285714,0.0,6.45714285714,0.151904761905,0.119285714286,61.0,61.0
2,2009-06-15,81,57,69.0,1.95448369565,49,58.0,0, 4,480.64673913,1847.34782609,HZ,0.0,0.000108695652174,0.0,29.34,29.99,7.4,9,7.7,2009,6,66.2857142857,0.213571428571,0.0,5.31428571429,0.194761904762,0.170285714286,62.619047619,62.4
1,2009-06-16,71,59,65.0,-4.0,55,60.0,0, 0,416.0,1929.0,RA BR,0.0,0.0,1.23,29.15,29.89,11.2,10,11.8,2009,6,65.1428571429,0.240714285714,0.0,6.45714285714,0.128095238095,0.154428571429,61.0476190476,61.2857142857
2,2009-06-16,71,64,68.0,1.95448369565,57,61.0,0, 3,480.64673913,1847.34782609,RA BR,0.0,0.000108695652174,1.07,29.21,29.87,10.3,11,10.7,2009,6,66.2857142857,0.213571428571,0.0,5.31428571429,0.18,0.200857142857,62.7142857143,62.6857142857
1,2009-06-17,71,61,66.0,-3.0,59,62.0,0, 1,416.0,1929.0,BR HZ,0.0,0.0,0.0,29.16,29.88,3.0,36,6.2,2009,6,65.1428571429,0.240714285714,0.0,6.45714285714,0.127142857143,0.138714285714,61.1428571429,61.4
2,2009-06-17,73,63,68.0,1.95448369565,60,63.0,0, 3,480.64673913,1847.34782609,BR HZ,0.0,0.000108695652174,0.0,29.21,29.87,2.6,34,6.7,2009,6,66.2857142857,0.213571428571,0.0,5.31428571429,0.179761904762,0.171428571429,62.7619047619,62.8285714286
1,2009-06-18,80,61,71.0,1.0,63,67.0,0, 6,416.0,1929.0,RA BR,0.0,0.0,0.12,29.08,,6.7,16,7.9,2009,6,65.1428571429,0.240714285714,0.0,6.45714285714,0.132857142857,0.142142857143,61.7619047619,61.6857142857
2,2009-06-18,81,63,72.0,1.95448369565,64,67.0,0, 7,480.64673913,1847.34782609,TSRA BR HZ,0.0,0.000108695652174,0.11,29.15,29.79,3.7,17,5.8,2009,6,66.2857142857,0.213571428571,0.0,5.31428571429,0.185,0.174428571429,63.3333333333,63.1142857143
1,2009-06-19,86,65,76.0,6.0,67,69.0,0,11,416.0,1930.0,TS TSRA BR,0.0,0.0,3.97,28.97,29.70,7.2,18,11.6,2009,6,80.4285714286,0.587857142857,8.82857142857,0.0,0.321666666667,0.244428571429,62.4285714286,62.2285714286
2,2009-06-19,88,66,77.0,1.95448369565,68,70.0,0,12,480.64673913,1847.34782609,TS TSRA RA BR,0.0,0.000108695652174,0.87,29.03,29.68,6.3,18,10.5,2009,6,81.0,0.245,9.4,0.0,0.226428571429,0.179285714286,63.8571428571,63.6285714286
1,2009-06-20,87,68,78.0,8.0,65,70.0,0,13,416.0,1930.0, ,0.0,0.0,0.0,29.08,29.76,8.3,29,8.6,2009,6,80.4285714286,0.587857142857,8.82857142857,0.0,0.321428571429,0.244428571429,63.0476190476,62.9142857143
2,2009-06-20,88,69,79.0,1.95448369565,65,70.0,0,14,480.64673913,1847.34782609, ,0.0,0.000108695652174,0.0,29.13,29.74,8.3,28,8.6,2009,6,81.0,0.245,9.4,0.0,0.22619047619,0.178142857143,64.4761904762,64.3142857143
1,2009-06-21,84,70,77.0,7.0,63,68.0,0,12,416.0,1930.0, ,0.0,0.0,0.01,29.12,29.82,2.8,7,3.9,2009,6,80.4285714286,0.587857142857,8.82857142857,0.0,0.321904761905,0.244714285714,63.9047619048,63.6571428571
2,2009-06-21,86,71,79.0,1.95448369565,64,69.0,0,14,480.64673913,1847.34782609,RA,0.0,0.000108695652174,0.005,29.17,29.80,3.3,9,3.5,2009,6,81.0,0.245,9.4,0.0,0.226428571429,0.178285714286,65.3333333333,65.1428571429
1,2009-06-22,89,68,79.0,9.0,67,71.0,0,14,417.0,1931.0,TSRA RA,0.0,0.0,0.09,29.09,29.79,4.0,11,5.6,2009,6,80.4285714286,0.587857142857,8.82857142857,0.0,0.305238095238,0.247142857143,64.5714285714,64.4
2,2009-06-22,89,70,80.0,1.95448369565,67,71.0,0,15,480.64673913,1847.34782609,TSRA,0.0,0.000108695652174,0.06,29.15,29.77,5.3,12,7.2,2009,6,81.0,0.245,9.4,0.0,0.189761904762,0.179857142857,66.0,65.8285714286
1,2009-06-23,94,71,83.0,13.0,69,73.0,0,18,417.0,1931.0, ,0.0,0.0,0.0,29.16,29.87,1.8,14,3.5,2009,6,80.4285714286,0.587857142857,8.82857142857,0.0,0.299523809524,0.247142857143,65.9523809524,64.8857142857
2,2009-06-23,92,75,84.0,1.95448369565,68,73.0,0,19,480.64673913,1847.34782609, ,0.0,0.000108695652174,0.0,29.22,29.85,2.8,13,4.5,2009,6,81.0,0.245,9.4,0.0,0.186904761905,0.179857142857,67.3333333333,66.3142857143
1,2009-06-24,94,75,85.0,14.0,68,73.0,0,20,417.0,1931.0,TSRA,0.0,0.0,0.04,29.16,29.87,1.9,22,5.8,2009,6,80.4285714286,0.587857142857,8.82857142857,0.0,0.301428571429,0.248285714286,67.5238095238,65.2285714286
2,2009-06-24,93,73,83.0,1.95448369565,68,73.0,0,18,480.64673913,1847.34782609,BR,0.0,0.000108695652174,0.78,29.21,29.85,2.1,23,4.3,2009,6,81.0,0.245,9.4,0.0,0.224047619048,0.202,68.7142857143,66.6
1,2009-06-25,94,75,85.0,14.0,69,73.0,0,20,417.0,1931.0, ,0.0,0.0,0.005,29.08,29.80,2.4,32,4.9,2009,6,80.4285714286,0.587857142857,8.82857142857,0.0,0.301666666667,0.248428571429,68.9523809524,65.6
2,2009-06-25,93,76,85.0,1.95448369565,68,73.0,0,20,480.64673913,1847.34782609, ,0.0,0.000108695652174,0.0,29.15,29.77,1.8,26,4.6,2009,6,81.0,0.245,9.4,0.0,0.224047619048,0.202,70.0,66.9428571429
1,2009-06-26,86,69,78.0,7.0,60,59.3108843537,0,13,418.0,1931.0, ,0.0,0.0,0.0,29.2844285714,29.85,6.4,4,8.2,2009,6,69.8571428571,0.0435714285714,0.0,1.74285714286,0.301666666667,0.248428571429,69.7142857143,66.0857142857
2,2009-06-26,86,72,79.0,1.95448369565,61,67.0,0,14,480.64673913,1847.34782609, ,0.0,0.000108695652174,0.0,29.2,29.83,6.4,4,8.0,2009,6,71.2857142857,0.01,0.0,0.314285714286,0.224047619048,0.202,70.7142857143,67.4
1,2009-06-27,89,62,76.0,5.0,61,67.0,0,11,418.0,1931.0,TS RA,0.0,0.0,0.3,29.1,29.82,5.1,21,6.9,2009,6,69.8571428571,0.0435714285714,0.0,1.74285714286,0.315,0.257,70.619047619,66.4
2,2009-06-27,90,67,79.0,1.95448369565,60,67.0,0,14,480.64673913,1847.34782609,RA,0.0,0.000108695652174,0.05,29.18,29.80,6.0,22,6.9,2009,6,71.2857142857,0.01,0.0,0.314285714286,0.22619047619,0.203285714286,71.5714285714,67.7428571429
1,2009-06-28,83,66,75.0,4.0,53,62.0,0,10,419.0,1931.0, ,0.0,0.0,0.0,29.0,29.73,13.2,29,13.6,2009,6,69.8571428571,0.0435714285714,0.0,1.74285714286,0.313095238095,0.257,71.1904761905,66.7428571429
2,2009-06-28,83,68,76.0,1.95448369565,53,62.0,0,11,480.64673913,1847.34782609, ,0.0,0.000108695652174,0.0,29.08,29.71,14.1,29,14.6,2009,6,71.2857142857,0.01,0.0,0.314285714286,0.225952380952,0.203285714286,72.0952380952,68.1142857143
1,2009-06-29,77,63,70.0,-1.0,54,61.0,0, 5,419.0,1931.0, ,0.0,0.0,0.0,28.89,29.60,12.2,30,12.7,2009,6,69.8571428571,0.0435714285714,0.0,1.74285714286,0.291666666667,0.255857142857,71.380952381,67.0
2,2009-06-29,78,65,72.0,1.95448369565,54,61.0,0, 7,480.64673913,1847.34782609, ,0.0,0.000108695652174,0.0,28.95,29.59,13.4,30,14.1,2009,6,71.2857142857,0.01,0.0,0.314285714286,0.211666666667,0.201,72.2380952381,68.4571428571
1,2009-06-30,66,59,63.0,-9.0,53,57.0,2, 0,419.0,1931.0, ,0.0,0.0,0.0,28.95,29.65,8.9,30,9.1,2009,6,69.8571428571,0.0435714285714,0.0,1.74285714286,0.291428571429,0.206428571429,71.4761904762,66.9714285714
2,2009-06-30,68,61,65.0,1.95448369565,53,58.0,0, 0,480.64673913,1847.34782609, ,0.0,0.000108695652174,0.0,29.0,29.64,8.1,30,8.3,2009,6,71.2857142857,0.01,0.0,0.314285714286,0.211428571429,0.161571428571,72.380952381,68.4285714286
1,2009-07-01,65,57,61.0,-11.0,52,56.0,4, 0,420.0,1931.0,RA DZ,0.0,0.0,0.005,29.07,29.77,8.2,32,8.7,2009,7,69.8571428571,0.0435714285714,0.0,1.74285714286,0.29119047619,0.206,71.4761904762,66.8857142857
2,2009-07-01,65,57,61.0,1.95448369565,54,57.0,4, 0,480.64673913,1847.34782609,RA DZ BR,0.0,0.000108695652174,0.02,29.13,29.76,6.6,31,7.4,2009,7,71.2857142857,0.01,0.0,0.314285714286,0.210476190476,0.162,72.380952381,68.2571428571
1,2009-07-02,73,59,66.0,-6.0,54,60.0,0, 1,420.0,1931.0, ,0.0,0.0,0.0,29.26,29.95,8.4,31,8.8,2009,7,69.8571428571,0.0435714285714,0.0,1.74285714286,0.290714285714,0.206,71.8095238095,67.1142857143
2,2009-07-02,73,60,67.0,1.95448369565,55,60.0,0, 2,480.64673913,1847.34782609, ,0.0,0.000108695652174,0.0,29.31,29.94,5.7,31,7.6,2009,7,71.2857142857,0.01,0.0,0.314285714286,0.15619047619,0.162,72.8571428571,68.4571428571
1,2009-07-03,79,63,71.0,-1.0,56,62.0,0, 6,421.0,1931.0, ,0.0,0.0,0.0,29.36,30.06,1.2,34,5.8,2009,7,68.1428571429,0.045,0.0,3.45714285714,0.290476190476,0.205857142857,72.2380952381,67.3714285714
2,2009-07-03,79,62,71.0,1.95448369565,56,62.0,0, 6,480.64673913,1847.34782609, ,0.0,0.000108695652174,0.0,29.41,30.05,1.8,2,6.5,2009,7,70.1428571429,0.0457142857143,0.0,1.45714285714,0.155952380952,0.162,73.3333333333,68.6
1,2009-07-04,69,59,64.0,-8.0,58,61.0,1, 0,422.0,1930.0,RA BR FU,0.0,0.0,0.2,29.26,29.99,1.8,13,3.8,2009,7,68.1428571429,0.045,0.0,3.45714285714,0.284285714286,0.211428571429,72.380952381,67.3428571429
2,2009-07-04,69,63,66.0,1.95448369565,58,62.0,0, 1,480.64673913,1847.34782609,RA BR,0.0,0.000108695652174,0.12,29.31,29.98,3.4,14,4.7,2009,7,70.1428571429,0.0457142857143,0.0,1.45714285714,0.146904761905,0.165285714286,73.5714285714,68.6
1,2009-07-05,81,57,69.0,-3.0,58,63.0,0, 4,422.0,1930.0,RA BR HZ,0.0,0.0,0.05,29.2,29.92,0.7,34,2.4,2009,7,68.1428571429,0.045,0.0,3.45714285714,0.286666666667,0.212857142857,72.619047619,67.6285714286
2,2009-07-05,82,61,72.0,1.95448369565,59,64.0,0, 7,480.64673913,1847.34782609,BR HZ,0.0,0.000108695652174,0.03,29.25,29.90,0.3,36,2.6,2009,7,70.1428571429,0.0457142857143,0.0,1.45714285714,0.148333333333,0.166142857143,73.9047619048,68.9142857143
1,2009-07-06,86,60,73.0,1.0,54,62.0,0, 8,423.0,1930.0, ,0.0,0.0,0.0,29.14,29.86,7.5,31,7.8,2009,7,68.1428571429,0.045,0.0,3.45714285714,0.286666666667,0.200285714286,72.9047619048,67.8571428571
2,2009-07-06,85,63,74.0,1.95448369565,54,63.0,0, 9,480.64673913,1847.34782609, ,0.0,0.000108695652174,0.0,29.2,29.84,4.2,30,5.5,2009,7,70.1428571429,0.0457142857143,0.0,1.45714285714,0.148333333333,0.142428571429,74.1428571429,69.1428571429
1,2009-07-07,77,59,68.0,-4.0,54,60.0,0, 3,423.0,1930.0,RA,0.0,0.0,0.005,29.18,29.89,5.9,7,7.0,2009,7,68.1428571429,0.045,0.0,3.45714285714,0.228333333333,0.197,73.0476190476,68.2571428571
2,2009-07-07,76,65,71.0,1.95448369565,55,61.0,0, 6,480.64673913,1847.34782609, ,0.0,0.000108695652174,0.0,29.24,29.88,5.9,7,7.5,2009,7,70.1428571429,0.0457142857143,0.0,1.45714285714,0.097380952381,0.140714285714,74.2857142857,69.5714285714
1,2009-07-08,65,61,63.0,-10.0,56,59.0,2, 0,424.0,1929.0,RA,0.0,0.0,0.06,29.28,29.99,6.8,6,7.0,2009,7,68.1428571429,0.045,0.0,3.45714285714,0.23119047619,0.198714285714,72.9047619048,68.5714285714
2,2009-07-08,68,62,65.0,1.95448369565,55,59.0,0, 0,480.64673913,1847.34782609,RA,0.0,0.000108695652174,0.17,29.34,29.98,7.0,8,7.4,2009,7,70.1428571429,0.0457142857143,0.0,1.45714285714,0.105476190476,0.145571428571,74.1428571429,69.8857142857
1,2009-07-09,79,59,69.0,-4.0,57,63.0,0, 4,425.0,1929.0, ,0.0,0.0,0.0,29.35,30.07,5.8,11,6.9,2009,7,68.1428571429,0.045,0.0,3.45714285714,0.225476190476,0.198714285714,72.8095238095,68.9714285714
2,2009-07-09,80,63,72.0,1.95448369565,58,64.0,0, 7,480.64673913,1847.34782609, ,0.0,0.000108695652174,0.0,29.41,30.05,6.5,10,7.3,2009,7,70.1428571429,0.0457142857143,0.0,1.45714285714,0.100238095238,0.145571428571,74.1428571429,70.2857142857
1,2009-07-10,82,63,73.0,0.0,64,67.0,0, 8,425.0,1929.0,RA BR,0.0,0.0,0.08,29.34,30.06,4.4,21,4.9,2009,7,71.7142857143,0.145,0.114285714286,0.0,0.0402380952381,0.201,72.6666666667,69.2857142857
2,2009-07-10,84,67,76.0,1.95448369565,65,68.0,0,11,480.64673913,1847.34782609,RA BR HZ,0.0,0.000108695652174,0.12,29.41,30.04,3.6,21,4.6,2009,7,74.0,0.247142857143,2.4,0.0,0.0645238095238,0.149,74.0952380952,70.6285714286
1,2009-07-11,85,63,74.0,1.0,59,65.0,0, 9,426.0,1928.0,TSRA BR HZ,0.0,0.0,0.25,29.34,30.04,4.8,31,7.0,2009,7,71.7142857143,0.145,0.114285714286,0.0,0.0521428571429,0.207571428571,72.4761904762,69.7714285714
2,2009-07-11,85,68,77.0,1.95448369565,60,67.0,0,12,480.64673913,1847.34782609,TSRA BR,0.0,0.000108695652174,1.12,29.39,30.02,5.9,29,7.6,2009,7,74.0,0.247142857143,2.4,0.0,0.117857142857,0.180857142857,74.0,71.0857142857
1,2009-07-12,82,58,70.0,-3.0,51,60.0,0, 5,427.0,1928.0, ,0.0,0.0,0.0,29.35,30.07,2.9,29,5.7,2009,7,71.7142857143,0.145,0.114285714286,0.0,0.0516666666667,0.206428571429,72.1428571429,69.9714285714
2,2009-07-12,82,60,71.0,1.95448369565,50,60.0,0, 6,480.64673913,1847.34782609, ,0.0,0.000108695652174,0.0,29.41,30.05,1.9,33,5.2,2009,7,74.0,0.247142857143,2.4,0.0,0.117619047619,0.180714285714,73.619047619,71.2571428571
1,2009-07-13,79,61,70.0,-3.0,46,57.0,0, 5,428.0,1927.0, ,0.0,0.0,0.0,29.36,30.07,4.8,7,5.8,2009,7,71.7142857143,0.145,0.114285714286,0.0,0.047380952381,0.193571428571,71.7142857143,70.0857142857
2,2009-07-13,78,66,72.0,1.95448369565,48,59.0,0, 7,480.64673913,1847.34782609, ,0.0,0.000108695652174,0.0,29.41,30.05,5.8,7,7.4,2009,7,74.0,0.247142857143,2.4,0.0,0.114761904762,0.172142857143,73.2380952381,71.3428571429
1,2009-07-14,80,55,68.0,-5.0,51,59.0,0, 3,428.0,1927.0, ,0.0,0.0,0.0,29.34,30.07,6.7,16,7.5,2009,7,71.7142857143,0.145,0.114285714286,0.0,0.047380952381,0.193428571429,71.0,70.2857142857
2,2009-07-14,81,60,71.0,1.95448369565,49,60.0,0, 6,480.64673913,1847.34782609, ,0.0,0.000108695652174,0.0,29.41,30.06,7.5,16,7.7,2009,7,74.0,0.247142857143,2.4,0.0,0.114761904762,0.172,72.619047619,71.6
1,2009-07-15,85,65,75.0,1.0,62,67.0,0,10,429.0,1926.0,BR,0.0,0.0,0.68,29.18,29.90,10.0,24,12.4,2009,7,71.7142857143,0.145,0.114285714286,0.0,0.0778571428571,0.212571428571,70.5238095238,70.6857142857
2,2009-07-15,86,67,77.0,1.95448369565,62,67.0,0,12,480.64673913,1847.34782609,TSRA RA BR,0.0,0.000108695652174,0.32,29.23,29.88,10.0,25,13.8,2009,7,74.0,0.247142857143,2.4,0.0,0.0928571428571,0.18,72.3333333333,72.0571428571
1,2009-07-16,80,64,72.0,-2.0,56,62.0,0, 7,430.0,1925.0, ,0.0,0.0,0.005,29.17,29.89,9.9,28,10.8,2009,7,71.7142857143,0.145,0.114285714286,0.0,0.0778571428571,0.212428571429,69.9047619048,71.0571428571
2,2009-07-16,82,65,74.0,1.95448369565,57,63.0,0, 9,480.64673913,1847.34782609, ,0.0,0.000108695652174,0.17,29.23,29.88,9.6,28,10.3,2009,7,74.0,0.247142857143,2.4,0.0,0.100952380952,0.152285714286,71.8095238095,72.5428571429
1,2009-07-17,70,57,64.0,-10.0,51,56.0,1, 0,431.0,1925.0, ,0.0,0.0,0.0,29.15,29.87,10.6,30,10.8,2009,7,67.2857142857,0.00642857142857,0.0,4.31428571429,0.0778571428571,0.212285714286,69.2380952381,71.1142857143
2,2009-07-17,70,58,64.0,1.95448369565,52,57.0,1, 0,480.64673913,1847.34782609,RA,0.0,0.000108695652174,0.005,29.21,29.86,10.1,29,10.4,2009,7,68.8571428571,0.015,0.0,2.74285714286,0.10119047619,0.152285714286,71.0952380952,72.6285714286
1,2009-07-18,72,57,65.0,-9.0,52,57.0,0, 0,432.0,1924.0, ,0.0,0.0,0.0,29.31,30.01,8.1,31,8.2,2009,7,67.2857142857,0.00642857142857,0.0,4.31428571429,0.0635714285714,0.202857142857,68.7142857143,71.2285714286
2,2009-07-18,73,58,66.0,1.95448369565,52,58.0,0, 1,480.64673913,1847.34782609, ,0.0,0.000108695652174,0.0,29.36,30.00,6.6,32,7.1,2009,7,68.8571428571,0.015,0.0,2.74285714286,0.0988095238095,0.143428571429,70.4761904762,72.7714285714
1,2009-07-19,71,57,64.0,-10.0,52,58.0,1, 0,433.0,1923.0, ,0.0,0.0,0.0,29.39,30.11,1.3,36,4.0,2009,7,67.2857142857,0.00642857142857,0.0,4.31428571429,0.0635714285714,0.202857142857,68.1904761905,71.2285714286
2,2009-07-19,73,60,67.0,1.95448369565,53,59.0,0, 2,480.64673913,1847.34782609, ,0.0,0.000108695652174,0.0,29.45,30.10,1.4,4,4.6,2009,7,68.8571428571,0.015,0.0,2.74285714286,0.0988095238095,0.143428571429,70.0476190476,72.8285714286
