Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,Water1,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Year,Tavg_week,precip_week,heat_dw,cool_dw,3_week_avrgPrecipTotal,5_week_avrgPrecipTotal
1,2009-07-17,70,57,64.0,-10,51,56,1, 0,0431,1925, ,0,M,0.0,0.0,29.15,29.87,10.6,30,10.8,2009,67.28571428571429,0.0064285714285714285,0.0,4.3142857142857025,0.07785714285714282,0.21228571428571427
2,2009-07-17,70,58,64.0,M,52,57,1, 0,-,-,RA,M,M,M,0.005,29.21,29.86,10.1,29,10.4,2009,68.85714285714286,0.015000000000000001,0.0,2.742857142857133,0.10119047619047607,0.15228571428571427
1,2009-07-18,72,57,65.0,-9,52,57,0, 0,0432,1924, ,0,M,0.0,0.0,29.31,30.01,8.1,31,8.2,2009,67.28571428571429,0.0064285714285714285,0.0,4.3142857142857025,0.06357142857142854,0.20285714285714285
2,2009-07-18,73,58,66.0,M,52,58,0, 1,-,-, ,M,M,M,0.0,29.36,30.00,6.6,32,7.1,2009,68.85714285714286,0.015000000000000001,0.0,2.742857142857133,0.0988095238095237,0.14342857142857143
1,2009-07-19,71,57,64.0,-10,52,58,1, 0,0433,1923, ,0,M,0.0,0.0,29.39,30.11,1.3,36,4.0,2009,67.28571428571429,0.0064285714285714285,0.0,4.3142857142857025,0.06357142857142854,0.20285714285714285
2,2009-07-19,73,60,67.0,M,53,59,0, 2,-,-, ,M,M,M,0.0,29.45,30.10,1.4,4,4.6,2009,68.85714285714286,0.015000000000000001,0.0,2.742857142857133,0.0988095238095237,0.14342857142857143
1,2009-07-20,76,55,66.0,-8,55,60,0, 1,0433,1923, ,0,M,0.0,0.0,29.36,30.09,5.1,9,5.5,2009,67.28571428571429,0.0064285714285714285,0.0,4.3142857142857025,0.06357142857142854,0.20285714285714285
2,2009-07-20,76,59,68.0,M,56,61,0, 3,-,-, ,M,M,M,0.0,29.42,30.08,6.2,10,6.5,2009,68.85714285714286,0.015000000000000001,0.0,2.742857142857133,0.0988095238095237,0.14342857142857143
1,2009-07-21,80,58,69.0,-5,57,62,0, 4,0434,1922,RA DZ,0,M,0.0,0.04,29.28,30.01,3.1,13,5.8,2009,67.28571428571429,0.0064285714285714285,0.0,4.3142857142857025,0.06547619047619044,0.16885714285714287
2,2009-07-21,82,64,73.0,M,56,63,0, 8,-,-, ,M,M,M,0.0,29.33,29.99,4.9,14,6.3,2009,68.85714285714286,0.015000000000000001,0.0,2.742857142857133,0.0988095238095237,0.11285714285714286
1,2009-07-22,78,63,71.0,-3,61,64,0, 6,0435,1921,BR HZ,0,M,0.0,0.005,29.23,29.95,3.5,3,5.0,2009,67.28571428571429,0.0064285714285714285,0.0,4.3142857142857025,0.06547619047619044,0.169
2,2009-07-22,79,66,73.0,M,59,64,0, 8,-,-,BR HZ,M,M,M,0.0,29.28,29.93,2.8,11,5.9,2009,68.85714285714286,0.015000000000000001,0.0,2.742857142857133,0.09785714285714274,0.11285714285714286
1,2009-07-23,82,62,72.0,-2,58,63,0, 7,0436,1920,TS BR HZ,0,M,0.0,0.0,29.21,29.93,2.6,32,5.0,2009,67.28571428571429,0.0064285714285714285,0.0,4.3142857142857025,0.06547619047619044,0.16557142857142856
2,2009-07-23,79,63,71.0,M,60,64,0, 6,-,-,BR HZ,M,M,M,0.1,29.26,29.91,1.7,1,6.0,2009,68.85714285714286,0.015000000000000001,0.0,2.742857142857133,0.1026190476190475,0.11257142857142857
1,2009-07-24,83,61,72.0,-2,59,64,0, 7,0437,1919,TSRA RA,0,M,0.0,0.14,29.08,29.83,8.9,23,9.8,2009,72.71428571428571,0.025714285714285717,1.1142857142857139,0.0,0.0721428571428571,0.056142857142857126
2,2009-07-24,83,62,73.0,M,60,65,0, 8,-,-,TSRA RA,M,M,M,0.19,29.14,29.82,8.7,23,9.6,2009,74.0,0.03428571428571429,2.4000000000000057,0.0,0.11166666666666655,0.09314285714285714
1,2009-07-25,81,66,74.0, 0,58,64,0, 9,0438,1918, ,0,M,0.0,0.0,29.02,29.73,10.6,28,11.1,2009,72.71428571428571,0.025714285714285717,1.1142857142857139,0.0,0.06261904761904759,0.056142857142857126
2,2009-07-25,81,66,74.0,M,59,65,0, 9,-,-, ,M,M,M,0.005,29.08,29.71,10.8,27,11.5,2009,74.0,0.03428571428571429,2.4000000000000057,0.0,0.10619047619047606,0.09328571428571428
1,2009-07-26,82,63,73.0,-1,58,64,0, 8,0439,1918,RA,0,M,0.0,0.005,29.13,29.82,8.0,29,8.6,2009,72.71428571428571,0.025714285714285717,1.1142857142857139,0.0,0.06047619047619043,0.05599999999999998
2,2009-07-26,82,64,73.0,M,59,65,0, 8,-,-, ,M,M,M,0.0,29.18,29.80,9.1,29,9.4,2009,74.0,0.03428571428571429,2.4000000000000057,0.0,0.10476190476190464,0.09314285714285714
1,2009-07-27,84,64,74.0, 0,61,66,0, 9,0440,1917,RA,0,M,0.0,0.02,29.13,29.86,9.3,23,10.1,2009,72.71428571428571,0.025714285714285717,1.1142857142857139,0.0,0.06142857142857139,0.05399999999999998
2,2009-07-27,84,66,75.0,M,61,67,0,10,-,-,RA,M,M,M,0.03,29.21,29.85,9.2,23,9.6,2009,74.0,0.03428571428571429,2.4000000000000057,0.0,0.10619047619047606,0.09228571428571428
1,2009-07-28,84,66,75.0, 1,60,66,0,10,0441,1916,RA,0,M,0.0,0.01,29.08,29.78,6.4,28,8.0,2009,72.71428571428571,0.025714285714285717,1.1142857142857139,0.0,0.061666666666666634,0.054285714285714264
2,2009-07-28,86,68,77.0,M,62,67,0,12,-,-, ,M,M,M,0.01,29.13,29.77,6.5,28,7.7,2009,74.0,0.03428571428571429,2.4000000000000057,0.0,0.10666666666666653,0.09257142857142855
1,2009-07-29,81,62,72.0,-2,51,59,0, 7,0442,1915, ,0,M,0.0,0.0,29.13,29.84,4.2,35,7.1,2009,72.71428571428571,0.025714285714285717,1.1142857142857139,0.0,0.05880952380952377,0.053142857142857124
2,2009-07-29,79,66,73.0,M,52,61,0, 8,-,-, ,M,M,M,0.0,29.19,29.82,3.8,3,7.1,2009,74.0,0.03428571428571429,2.4000000000000057,0.0,0.09857142857142843,0.07028571428571426
1,2009-07-30,79,59,69.0,-5,57,62,0, 4,0443,1914, ,0,M,0.0,0.005,29.15,29.85,4.4,23,5.5,2009,72.71428571428571,0.025714285714285717,1.1142857142857139,0.0,0.059047619047619,0.053142857142857124
2,2009-07-30,80,65,73.0,M,57,63,0, 8,-,-, ,M,M,M,0.005,29.20,29.84,4.9,24,6.3,2009,74.0,0.03428571428571429,2.4000000000000057,0.0,0.09880952380952367,0.0704285714285714
1,2009-07-31,81,58,70.0,-4,54,61,0, 5,0444,1913, ,0,M,0.0,0.0,29.23,29.94,6.2,26,7.3,2009,71.28571428571429,0.010714285714285716,0.0,0.3142857142857025,0.05523809523809519,0.053142857142857124
2,2009-07-31,82,62,72.0,M,55,62,0, 7,-,-, ,M,M,M,0.0,29.29,29.92,5.9,27,6.7,2009,72.85714285714286,0.009999999999999998,1.2571428571428669,0.0,0.09309523809523795,0.0704285714285714
1,2009-08-01,75,61,68.0,-5,59,62,0, 3,0445,1911,RA,0,M,0.0,0.005,29.18,29.91,11.6,22,11.4,2009,71.28571428571429,0.010714285714285716,0.0,0.3142857142857025,0.04357142857142852,0.044714285714285686
2,2009-08-01,75,63,69.0,M,59,63,0, 4,-,-, ,M,M,M,0.01,29.24,29.90,10.6,23,10.5,2009,72.85714285714286,0.009999999999999998,1.2571428571428669,0.0,0.04023809523809509,0.06928571428571426
1,2009-08-02,78,57,68.0,-5,51,59,0, 3,0446,1910, ,0,M,0.0,0.0,29.20,29.93,6.8,25,9.6,2009,71.28571428571429,0.010714285714285716,0.0,0.3142857142857025,0.04357142857142852,0.044714285714285686
2,2009-08-02,79,58,69.0,M,52,59,0, 4,-,-, ,M,M,M,0.0,29.26,29.92,6.2,26,8.4,2009,72.85714285714286,0.009999999999999998,1.2571428571428669,0.0,0.04023809523809509,0.06928571428571426
1,2009-08-03,84,67,76.0, 3,60,66,0,11,0447,1909, ,0,M,0.0,0.07,29.10,29.82,12.2,21,12.4,2009,71.28571428571429,0.010714285714285716,0.0,0.3142857142857025,0.04690476190476186,0.04671428571428569
2,2009-08-03,86,68,77.0,M,61,66,0,12,-,-,RA,M,M,M,0.06,29.17,29.81,11.0,21,11.3,2009,72.85714285714286,0.009999999999999998,1.2571428571428669,0.0,0.04309523809523795,0.07099999999999997
1,2009-08-04,85,67,76.0, 3,61,67,0,11,0448,1908,BR,0,M,0.0,0.0,29.17,29.87,2.5,2,5.8,2009,71.28571428571429,0.010714285714285716,0.0,0.3142857142857025,0.04690476190476186,0.04671428571428569
2,2009-08-04,86,69,78.0,M,63,68,0,13,-,-,BR HZ,M,M,M,0.0,29.21,29.85,1.8,5,6.2,2009,72.85714285714286,0.009999999999999998,1.2571428571428669,0.0,0.04309523809523795,0.07099999999999997
1,2009-08-05,79,61,70.0,-3,54,61,0, 5,0449,1907, ,0,M,0.0,0.0,29.34,30.05,2.9,6,4.2,2009,71.28571428571429,0.010714285714285716,0.0,0.3142857142857025,0.014523809523809474,0.04657142857142855
2,2009-08-05,79,66,73.0,M,56,63,0, 8,-,-, ,M,M,M,0.0,29.40,30.03,3.8,6,5.6,2009,72.85714285714286,0.009999999999999998,1.2571428571428669,0.0,0.02785714285714271,0.0704285714285714
1,2009-08-06,82,60,71.0,-2,51,60,0, 6,0450,1906, ,0,M,0.0,0.0,29.39,30.09,1.4,6,5.4,2009,71.28571428571429,0.010714285714285716,0.0,0.3142857142857025,0.014285714285714235,0.04657142857142855
2,2009-08-06,81,62,72.0,M,51,60,0, 7,-,-, ,M,M,M,0.0,29.44,30.08,3.4,9,5.5,2009,72.85714285714286,0.009999999999999998,1.2571428571428669,0.0,0.01976190476190461,0.0704285714285714
1,2009-08-07,74,64,69.0,-4,59,63,0, 4,0451,1904,RA BR,0,M,0.0,0.33,29.36,30.09,7.3,15,7.8,2009,75.28571428571429,0.07571428571428572,3.6857142857142975,0.0,0.029999999999999954,0.05599999999999998
2,2009-08-07,74,67,71.0,M,59,63,0, 6,-,-,RA BR,M,M,M,0.23,29.41,30.08,6.4,15,7.2,2009,76.42857142857143,0.047142857142857146,4.828571428571436,0.0,0.030476190476190324,0.07699999999999997
1,2009-08-08,89,68,79.0, 6,70,73,0,14,0452,1903,RA BR,0,M,0.0,0.02,29.20,29.92,12.9,21,13.6,2009,75.28571428571429,0.07571428571428572,3.6857142857142975,0.0,0.030952380952380905,0.05085714285714284
2,2009-08-08,89,69,79.0,M,70,73,0,14,-,-,TSRA RA BR,M,M,M,0.08,29.26,29.92,12.2,21,12.8,2009,76.42857142857143,0.047142857142857146,4.828571428571436,0.0,0.03428571428571413,0.07585714285714283
1,2009-08-09,91,77,84.0,11,71,74,0,19,0453,1902, ,0,M,0.0,0.18,29.23,29.94,11.6,23,12.9,2009,75.28571428571429,0.07571428571428572,3.6857142857142975,0.0,0.039523809523809475,0.05457142857142855
2,2009-08-09,92,77,85.0,M,72,75,0,20,-,-, ,M,M,M,0.02,29.29,29.92,11.1,23,12.3,2009,76.42857142857143,0.047142857142857146,4.828571428571436,0.0,0.03523809523809508,0.07557142857142855
1,2009-08-10,85,70,78.0, 5,65,69,0,13,0454,1900, ,0,M,0.0,0.0,29.24,29.95,6.9,26,7.2,2009,75.28571428571429,0.07571428571428572,3.6857142857142975,0.0,0.039523809523809475,0.05457142857142855
2,2009-08-10,86,71,79.0,M,66,70,0,14,-,-, ,M,M,M,0.0,29.31,29.94,8.3,26,8.9,2009,76.42857142857143,0.047142857142857146,4.828571428571436,0.0,0.03523809523809508,0.07557142857142855
1,2009-08-11,82,62,72.0,-1,61,66,0, 7,0455,1859, ,0,M,0.0,0.0,29.30,30.00,6.3,2,8.0,2009,75.28571428571429,0.07571428571428572,3.6857142857142975,0.0,0.037619047619047566,0.05442857142857141
2,2009-08-11,81,65,73.0,M,62,66,0, 8,-,-, ,M,M,M,0.0,29.36,29.98,6.1,2,8.7,2009,76.42857142857143,0.047142857142857146,4.828571428571436,0.0,0.03523809523809508,0.07557142857142855
1,2009-08-12,83,60,72.0,-1,55,62,0, 7,0456,1858, ,0,M,0.0,0.0,29.39,30.09,3.7,4,5.9,2009,75.28571428571429,0.07571428571428572,3.6857142857142975,0.0,0.03738095238095233,0.05271428571428569
2,2009-08-12,82,63,73.0,M,56,63,0, 8,-,-, ,M,M,M,0.0,29.44,30.07,5.5,5,7.0,2009,76.42857142857143,0.047142857142857146,4.828571428571436,0.0,0.03523809523809508,0.07071428571428569
1,2009-08-13,86,60,73.0, 0,55,63,0, 8,0457,1856, ,0,M,0.0,0.0,29.38,30.10,1.5,14,3.8,2009,75.28571428571429,0.07571428571428572,3.6857142857142975,0.0,0.03738095238095233,0.05271428571428569
2,2009-08-13,86,63,75.0,M,55,63,0,10,-,-, ,M,M,M,0.0,29.44,30.09,2.0,16,4.0,2009,76.42857142857143,0.047142857142857146,4.828571428571436,0.0,0.030476190476190324,0.07071428571428569
1,2009-08-14,88,63,76.0, 4,59,66,0,11,0458,1855, ,0,M,0.0,0.0,29.38,30.10,5.4,21,5.7,2009,75.14285714285714,0.19714285714285715,3.5428571428571445,0.0,0.030714285714285663,0.050428571428571406
2,2009-08-14,88,67,78.0,M,59,66,0,13,-,-, ,M,M,M,0.0,29.44,30.08,6.3,21,6.5,2009,76.57142857142857,0.22714285714285712,4.971428571428575,0.0,0.021428571428571276,0.06728571428571425
1,2009-08-15,89,67,78.0, 6,61,67,0,13,0459,1854, ,0,M,0.0,0.0,29.32,30.04,8.7,19,8.9,2009,75.14285714285714,0.19714285714285715,3.5428571428571445,0.0,0.030714285714285663,0.04328571428571426
2,2009-08-15,89,70,80.0,M,61,68,0,15,-,-, ,M,M,M,0.0,29.38,30.02,8.3,19,8.7,2009,76.57142857142857,0.22714285714285712,4.971428571428575,0.0,0.021190476190476037,0.035285714285714254
1,2009-08-16,88,70,79.0, 7,67,70,0,14,0500,1852,TSRA,0,M,0.0,0.63,29.27,29.99,9.5,20,10.2,2009,75.14285714285714,0.19714285714285715,3.5428571428571445,0.0,0.06047619047619043,0.06128571428571426
2,2009-08-16,90,71,81.0,M,68,71,0,16,-,-,TSRA RA,M,M,M,0.27,29.34,29.97,9.3,21,10.1,2009,76.57142857142857,0.22714285714285712,4.971428571428575,0.0,0.034047619047618896,0.04299999999999997
1,2009-08-17,83,70,77.0, 5,68,70,0,12,0501,1851,TSRA RA BR,0,M,0.0,0.33,29.28,30.00,4.6,22,5.8,2009,75.14285714285714,0.19714285714285715,3.5428571428571445,0.0,0.0752380952380952,0.07071428571428569
2,2009-08-17,83,71,77.0,M,68,71,0,12,-,-,RA BR,M,M,M,0.59,29.34,29.98,5.1,22,7.5,2009,76.57142857142857,0.22714285714285712,4.971428571428575,0.0,0.060714285714285554,0.059857142857142824
1,2009-08-18,83,65,74.0, 2,59,65,0, 9,0502,1849, ,0,M,0.0,0.0,29.28,29.99,7.5,27,8.1,2009,75.14285714285714,0.19714285714285715,3.5428571428571445,0.0,0.07476190476190472,0.07071428571428569
2,2009-08-18,84,66,75.0,M,61,66,0,10,-,-, ,M,M,M,0.0,29.33,29.97,8.0,27,8.3,2009,76.57142857142857,0.22714285714285712,4.971428571428575,0.0,0.06023809523809508,0.059857142857142824
1,2009-08-19,83,59,71.0, 0,60,65,0, 6,0503,1848,RA,0,M,0.0,0.35,29.08,29.83,5.7,16,8.7,2009,75.14285714285714,0.19714285714285715,3.5428571428571445,0.0,0.09142857142857139,0.06128571428571426
2,2009-08-19,81,64,73.0,M,62,66,0, 8,-,-,TSRA BR,M,M,M,0.61,29.15,29.82,5.9,16,8.2,2009,76.57142857142857,0.22714285714285712,4.971428571428575,0.0,0.08928571428571412,0.06814285714285712
1,2009-08-20,78,64,71.0, 0,61,65,0, 6,0504,1846,RA,0,M,0.0,0.07,28.93,29.66,12.1,23,12.5,2009,75.14285714285714,0.19714285714285715,3.5428571428571445,0.0,0.09452380952380948,0.06314285714285711
2,2009-08-20,79,64,72.0,M,61,65,0, 7,-,-,RA BR,M,M,M,0.12,29.00,29.65,12.2,23,12.7,2009,76.57142857142857,0.22714285714285712,4.971428571428575,0.0,0.0947619047619046,0.06671428571428568
1,2009-08-21,73,59,66.0,-5,58,61,0, 1,0505,1845,RA,0,M,0.0,0.16,29.07,29.75,7.7,27,10.7,2009,66.28571428571429,0.2914285714285714,0.0,5.3142857142857025,0.1021428571428571,0.06771428571428569
2,2009-08-21,74,59,67.0,M,58,61,0, 2,-,-,RA,M,M,M,0.05,29.13,29.75,10.1,27,13.2,2009,67.14285714285714,0.2542857142857143,0.0,4.4571428571428555,0.09714285714285698,0.06799999999999998
1,2009-08-22,68,57,63.0,-8,52,56,2, 0,0506,1843, ,0,M,0.0,0.0,29.31,30.00,7.8,1,9.4,2009,66.28571428571429,0.2914285714285714,0.0,5.3142857142857025,0.10190476190476187,0.06771428571428569
2,2009-08-22,69,58,64.0,M,52,57,1, 0,-,-, ,M,M,M,0.0,29.36,29.99,9.4,36,10.4,2009,67.14285714285714,0.2542857142857143,0.0,4.4571428571428555,0.09666666666666651,0.06799999999999998
1,2009-08-23,74,56,65.0,-6,53,58,0, 0,0508,1842, ,0,M,0.0,0.0,29.38,30.09,2.7,2,6.4,2009,66.28571428571429,0.2914285714285714,0.0,5.3142857142857025,0.10190476190476187,0.06771428571428569
2,2009-08-23,73,58,66.0,M,55,59,0, 1,-,-, ,M,M,M,0.0,29.44,30.08,3.5,5,7.6,2009,67.14285714285714,0.2542857142857143,0.0,4.4571428571428555,0.09666666666666651,0.06799999999999998
1,2009-08-24,79,54,67.0,-4,56,61,0, 2,0509,1840, ,0,M,0.0,0.0,29.41,30.13,3.8,21,5.1,2009,66.28571428571429,0.2914285714285714,0.0,5.3142857142857025,0.09857142857142855,0.06771428571428569
2,2009-08-24,79,57,68.0,M,57,62,0, 3,-,-, ,M,M,M,0.0,29.47,30.12,5.0,21,5.7,2009,67.14285714285714,0.2542857142857143,0.0,4.4571428571428555,0.09380952380952365,0.06799999999999998
1,2009-08-25,83,59,71.0, 1,61,65,0, 6,0510,1839, ,0,M,0.0,0.0,29.33,30.05,9.1,21,9.2,2009,66.28571428571429,0.2914285714285714,0.0,5.3142857142857025,0.09857142857142855,0.06657142857142855
2,2009-08-25,82,61,72.0,M,61,65,0, 7,-,-, ,M,M,M,0.0,29.39,30.04,8.3,21,8.6,2009,67.14285714285714,0.2542857142857143,0.0,4.4571428571428555,0.09380952380952365,0.06799999999999998
1,2009-08-26,73,62,68.0,-2,62,64,0, 3,0511,1837,RA BR,0,M,0.0,0.93,29.36,30.08,5.2,2,7.8,2009,66.28571428571429,0.2914285714285714,0.0,5.3142857142857025,0.14285714285714285,0.09299999999999999
2,2009-08-26,72,64,68.0,M,64,65,0, 3,-,-,RA BR,M,M,M,0.54,29.42,30.07,3.9,2,7.3,2009,67.14285714285714,0.2542857142857143,0.0,4.4571428571428555,0.11952380952380937,0.08342857142857141
1,2009-08-27,67,61,64.0,-6,60,61,1, 0,0512,1835,RA BR,0,M,0.0,0.95,29.36,30.08,9.1,7,9.7,2009,66.28571428571429,0.2914285714285714,0.0,5.3142857142857025,0.18809523809523807,0.12014285714285712
2,2009-08-27,67,62,65.0,M,61,63,0, 0,-,-,RA BR,M,M,M,1.19,29.41,30.07,10.7,8,11.0,2009,67.14285714285714,0.2542857142857143,0.0,4.4571428571428555,0.17619047619047604,0.11457142857142856
1,2009-08-28,68,60,64.0,-6,61,62,1, 0,0513,1834,RA BR,0,M,0.0,0.22,29.18,29.93,3.4,2,5.7,2009,61.857142857142854,0.03428571428571429,0.0,9.74285714285714,0.1828571428571428,0.1224285714285714
2,2009-08-28,71,61,66.0,M,61,63,0, 1,-,-,RA BR,M,M,M,0.28,29.24,29.92,2.6,2,5.4,2009,62.285714285714285,0.04214285714285715,0.0,9.31428571428571,0.17857142857142844,0.11714285714285713
1,2009-08-29,69,56,63.0,-7,51,56,2, 0,0514,1832,RA DZ BR,0,M,0.0,0.02,29.18,29.89,11.4,31,11.8,2009,61.857142857142854,0.03428571428571429,0.0,9.74285714285714,0.1828571428571428,0.12299999999999997
2,2009-08-29,69,56,63.0,M,52,57,2, 0,-,-,DZ,M,M,M,0.01,29.24,29.88,10.4,31,11.1,2009,62.285714285714285,0.04214285714285715,0.0,9.31428571428571,0.17523809523809508,0.11728571428571427
1,2009-08-30,66,51,59.0,-11,47,52,6, 0,0515,1831, ,0,M,0.0,0.0,29.44,30.14,8.2,1,9.3,2009,61.857142857142854,0.03428571428571429,0.0,9.74285714285714,0.17428571428571424,0.12285714285714283
2,2009-08-30,66,51,59.0,M,47,53,6, 0,-,-, ,M,M,M,0.005,29.50,30.13,9.4,1,10.5,2009,62.285714285714285,0.04214285714285715,0.0,9.31428571428571,0.17452380952380936,0.11742857142857141
1,2009-08-31,68,49,59.0,-10,44,52,6, 0,0516,1829, ,0,M,0.0,0.0,29.55,30.27,4.8,3,6.0,2009,61.857142857142854,0.03428571428571429,0.0,9.74285714285714,0.17428571428571424,0.12228571428571426
2,2009-08-31,67,49,58.0,M,44,52,7, 0,-,-, ,M,M,M,0.0,29.60,30.26,5.3,4,6.8,2009,62.285714285714285,0.04214285714285715,0.0,9.31428571428571,0.17452380952380936,0.11657142857142855
1,2009-09-01,72,47,60.0,-8,47,53,5, 0,0517,1827, ,0,M,0.0,0.0,29.57,30.31,3.3,4,3.4,2009,61.857142857142854,0.03428571428571429,0.0,9.74285714285714,0.17428571428571424,0.12199999999999998
2,2009-09-01,71,50,61.0,M,49,55,4, 0,-,-, ,M,M,M,0.0,29.63,30.30,3.2,6,3.5,2009,62.285714285714285,0.04214285714285715,0.0,9.31428571428571,0.17452380952380936,0.11628571428571427
1,2009-09-02,73,50,62.0,-6,50,56,3, 0,0518,1826, ,0,M,0.0,0.0,29.51,30.25,4.1,6,5.1,2009,61.857142857142854,0.03428571428571429,0.0,9.74285714285714,0.17428571428571424,0.12199999999999998
2,2009-09-02,72,53,63.0,M,51,56,2, 0,-,-, ,M,M,M,0.0,29.56,30.23,3.2,8,3.9,2009,62.285714285714285,0.04214285714285715,0.0,9.31428571428571,0.17452380952380936,0.11628571428571427
1,2009-09-03,75,56,66.0,-2,54,59,0, 1,0519,1824, ,0,M,0.0,0.0,29.42,30.16,4.7,5,6.0,2009,61.857142857142854,0.03428571428571429,0.0,9.74285714285714,0.17428571428571424,0.12185714285714284
2,2009-09-03,75,57,66.0,M,55,60,0, 1,-,-,BR,M,M,M,0.0,29.48,30.14,5.2,6,5.9,2009,62.285714285714285,0.04214285714285715,0.0,9.31428571428571,0.17452380952380936,0.11614285714285713
1,2009-09-04,75,54,65.0,-3,54,59,0, 0,0520,1822,BR,0,M,0.0,0.0,29.44,30.15,3.6,4,4.1,2009,68.85714285714286,0.004285714285714286,0.0,2.742857142857133,0.17428571428571424,0.12185714285714284
2,2009-09-04,75,58,67.0,M,55,60,0, 2,-,-,BR HZ,M,M,M,0.0,29.49,30.14,3.8,4,4.4,2009,70.42857142857143,0.0007142857142857143,0.0,1.1714285714285637,0.17452380952380936,0.11614285714285713
1,2009-09-05,78,54,66.0,-1,57,61,0, 1,0521,1821,BR HZ,0,M,0.0,0.0,29.49,30.21,4.3,4,5.3,2009,68.85714285714286,0.004285714285714286,0.0,2.742857142857133,0.17428571428571424,0.1217142857142857
2,2009-09-05,78,57,68.0,M,57,62,0, 3,-,-,BR HZ,M,M,M,0.0,29.54,30.19,5.2,6,5.8,2009,70.42857142857143,0.0007142857142857143,0.0,1.1714285714285637,0.17452380952380936,0.11585714285714285
1,2009-09-06,77,61,69.0, 2,59,63,0, 4,0522,1819,RA BR HZ,0,M,0.0,0.03,29.47,30.19,4.2,5,5.3,2009,68.85714285714286,0.004285714285714286,0.0,2.742857142857133,0.14571428571428566,0.12257142857142857
2,2009-09-06,77,66,72.0,M,59,64,0, 7,-,-, ,M,M,M,0.005,29.52,30.17,6.3,8,6.6,2009,70.42857142857143,0.0007142857142857143,0.0,1.1714285714285637,0.16190476190476172,0.11599999999999999
1,2009-09-07,77,59,68.0, 1,59,62,0, 3,0523,1817,BR,0,M,0.0,0.0,29.39,M,5.8,3,4.0,2009,68.85714285714286,0.004285714285714286,0.0,2.742857142857133,0.12999999999999995,0.12057142857142857
2,2009-09-07,77,63,70.0,M,59,63,0, 5,-,-,BR HZ,M,M,M,0.0,29.44,30.09,6.3,4,6.9,2009,70.42857142857143,0.0007142857142857143,0.0,1.1714285714285637,0.13380952380952366,0.11428571428571427
1,2009-09-08,78,60,69.0, 3,60,63,0, 4,0524,1815, ,0,M,0.0,0.0,29.36,30.07,6.6,3,7.3,2009,68.85714285714286,0.004285714285714286,0.0,2.742857142857133,0.12999999999999995,0.12057142857142857
2,2009-09-08,78,62,70.0,M,62,65,0, 5,-,-,BR HZ,M,M,M,0.0,29.41,30.05,6.9,4,8.0,2009,70.42857142857143,0.0007142857142857143,0.0,1.1714285714285637,0.13380952380952366,0.11428571428571427
1,2009-09-09,78,65,72.0, 6,63,65,0, 7,0525,1814,BR HZ,0,M,0.0,0.0,29.42,30.14,6.1,6,6.9,2009,68.85714285714286,0.004285714285714286,0.0,2.742857142857133,0.11333333333333326,0.12057142857142857
2,2009-09-09,77,68,73.0,M,63,66,0, 8,-,-,BR HZ,M,M,M,0.0,29.47,30.12,6.8,7,7.2,2009,70.42857142857143,0.0007142857142857143,0.0,1.1714285714285637,0.1047619047619046,0.11428571428571427
1,2009-09-10,81,64,73.0, 7,62,65,0, 8,0526,1812,BR HZ,0,M,0.0,0.0,29.48,30.20,6.0,6,6.8,2009,68.85714285714286,0.004285714285714286,0.0,2.742857142857133,0.10999999999999995,0.12057142857142857
2,2009-09-10,80,65,73.0,M,62,66,0, 8,-,-,BR HZ,M,M,M,0.0,29.54,30.17,6.6,7,7.3,2009,70.42857142857143,0.0007142857142857143,0.0,1.1714285714285637,0.09904761904761888,0.11428571428571427
1,2009-09-11,80,61,71.0, 6,59,63,0, 6,0527,1810,BR,0,M,0.0,0.0,29.44,30.17,5.1,7,5.6,2009,68.42857142857143,0.0,0.0,3.1714285714285637,0.10238095238095231,0.11114285714285714
2,2009-09-11,78,64,71.0,M,59,64,0, 6,-,-, ,M,M,M,0.0,29.49,30.15,6.4,8,6.7,2009,69.14285714285714,0.0014285714285714286,0.0,2.4571428571428555,0.09666666666666651,0.1077142857142857
1,2009-09-12,79,58,69.0, 4,60,63,0, 4,0528,1809,FG+ BR,0,M,0.0,0.0,29.41,30.14,3.7,3,4.8,2009,68.42857142857143,0.0,0.0,3.1714285714285637,0.10238095238095231,0.11057142857142856
2,2009-09-12,78,61,70.0,M,61,64,0, 5,-,-,FG+ FG BR,M,M,M,0.0,29.47,30.12,3.2,6,4.5,2009,69.14285714285714,0.0014285714285714286,0.0,2.4571428571428555,0.09666666666666651,0.10542857142857141
1,2009-09-13,80,58,69.0, 4,54,60,0, 4,0529,1807,FG+ MIFG BR,0,M,0.0,0.0,29.39,30.12,1.5,7,3.0,2009,68.42857142857143,0.0,0.0,3.1714285714285637,0.10238095238095231,0.10542857142857141
2,2009-09-13,79,57,68.0,M,55,61,0, 3,-,-,FG+ BR,M,M,M,0.01,29.45,30.11,2.5,7,4.2,2009,69.14285714285714,0.0014285714285714286,0.0,2.4571428571428555,0.09714285714285698,0.10514285714285712
